composition,income,cum_sum,perc_sum
2 adults,45300,13066,0.29
2 adults,45350,13078,0.29
2 adults,45456,13097,0.29
2 adults,45558,13130,0.29
2 adults,45558,13140,0.29
2 adults,45666,13161,0.29
2 adults,45711,13172,0.29
2 adults,45771,13185,0.3
2 adults,45800,13201,0.3
2 adults,45876,13231,0.3
2 adults,45918,13245,0.3
2 adults,45959,13252,0.3
2 adults,45959,13297,0.3
2 adults,45982,13322,0.3
2 adults,46163,13335,0.3
2 adults,46180,13350,0.3
2 adults,46297,13372,0.3
2 adults,46297,13389,0.3
2 adults,46332,13402,0.3
2 adults,46469,13412,0.3
2 adults,46490,13426,0.3
2 adults,46500,13439,0.3
2 adults,46538,13452,0.3
2 adults,46538,13465,0.3
2 adults,46538,13533,0.3
2 adults,46538,13558,0.3
2 adults,46538,13579,0.3
2 adults,46538,13605,0.3
2 adults,46571,13616,0.3
2 adults,46571,13628,0.3
2 adults,46594,13642,0.3
2 adults,46594,13668,0.3
2 adults,46594,13675,0.3
2 adults,46594,13693,0.31
2 adults,46697,13705,0.31
2 adults,46745,13729,0.31
2 adults,46823,13740,0.31
2 adults,46904,13756,0.31
2 adults,46904,13773,0.31
2 adults,46929,13785,0.31
2 adults,46929,13805,0.31
2 adults,46929,13812,0.31
2 adults,46929,13821,0.31
2 adults,46980,13829,0.31
2 adults,47000,13850,0.31
2 adults,47111,13868,0.31
2 adults,47159,13876,0.31
2 adults,47300,13886,0.31
2 adults,47350,13900,0.31
2 adults,47350,13914,0.31
2 adults,47388,13922,0.31
2 adults,47422,13950,0.31
2 adults,47455,13959,0.31
2 adults,47500,13972,0.31
2 adults,47593,13996,0.31
2 adults,47676,14007,0.31
2 adults,47779,14040,0.31
2 adults,47797,14057,0.31
2 adults,47836,14071,0.32
2 adults,47850,14090,0.32
2 adults,47876,14106,0.32
2 adults,47899,14122,0.32
2 adults,48000,14155,0.32
2 adults,48000,14174,0.32
2 adults,48001,14186,0.32
2 adults,48001,14196,0.32
2 adults,48001,14215,0.32
2 adults,48103,14228,0.32
2 adults,48147,14241,0.32
2 adults,48200,14249,0.32
2 adults,48400,14266,0.32
2 adults,48410,14283,0.32
2 adults,48507,14297,0.32
2 adults,48607,14305,0.32
2 adults,48607,14319,0.32
2 adults,48665,14331,0.32
2 adults,48768,14340,0.32
2 adults,48803,14351,0.32
2 adults,48818,14367,0.32
2 adults,48823,14388,0.32
2 adults,48900,14398,0.32
2 adults,48920,14415,0.32
2 adults,49000,14425,0.32
2 adults,49000,14440,0.32
2 adults,49023,14451,0.33
2 adults,49023,14491,0.33
2 adults,49023,14499,0.33
2 adults,49023,14513,0.33
2 adults,49079,14528,0.33
2 adults,49093,14547,0.33
2 adults,49124,14562,0.33
2 adults,49227,14582,0.33
2 adults,49227,14619,0.33
2 adults,49331,14633,0.33
2 adults,49362,14642,0.33
2 adults,49454,14654,0.33
2 adults,49493,14661,0.33
2 adults,49500,14675,0.33
2 adults,49533,14697,0.33
2 adults,49600,14718,0.33
2 adults,49641,14730,0.33
2 adults,49641,14750,0.33
2 adults,49641,14765,0.33
2 adults,49700,14782,0.33
2 adults,49700,14805,0.33
2 adults,49700,14829,0.33
2 adults,49700,14844,0.33
2 adults,49700,14860,0.33
2 adults,49700,14875,0.33
2 adults,49875,14891,0.33
2 adults,49980,14904,0.34
2 adults,50000,14944,0.34
2 adults,50000,14952,0.34
2 adults,50011,14961,0.34
2 adults,50044,14975,0.34
2 adults,50044,14988,0.34
2 adults,50055,14998,0.34
2 adults,50085,15009,0.34
2 adults,50100,15021,0.34
2 adults,50158,15031,0.34
2 adults,50200,15045,0.34
2 adults,50400,15059,0.34
2 adults,50401,15073,0.34
2 adults,50452,15084,0.34
2 adults,50506,15095,0.34
2 adults,50506,15107,0.34
2 adults,50506,15122,0.34
2 adults,50506,15137,0.34
2 adults,50675,15156,0.34
2 adults,50675,15198,0.34
2 adults,50735,15213,0.34
2 adults,50735,15220,0.34
2 adults,50942,15242,0.34
2 adults,50963,15247,0.34
2 adults,51000,15267,0.34
2 adults,51000,15284,0.35
2 adults,51065,15304,0.35
2 adults,51065,15321,0.35
2 adults,51065,15340,0.35
2 adults,51065,15360,0.35
2 adults,51065,15400,0.35
2 adults,51089,15423,0.35
2 adults,51150,15438,0.35
2 adults,51150,15452,0.35
2 adults,51167,15484,0.35
2 adults,51253,15492,0.35
2 adults,51253,15501,0.35
2 adults,51348,15511,0.35
2 adults,51382,15526,0.35
2 adults,51558,15537,0.35
2 adults,51558,15563,0.35
2 adults,51700,15574,0.35
2 adults,51709,15590,0.35
2 adults,51709,15599,0.35
2 adults,51709,15621,0.35
2 adults,51709,15646,0.35
2 adults,51709,15659,0.35
2 adults,51709,15688,0.35
2 adults,51771,15702,0.35
2 adults,51771,15714,0.35
2 adults,51771,15737,0.35
2 adults,51771,15761,0.36
2 adults,51771,15774,0.36
2 adults,51771,15788,0.36
2 adults,51771,15801,0.36
2 adults,51771,15812,0.36
2 adults,51780,15831,0.36
2 adults,51800,15845,0.36
2 adults,51874,15867,0.36
2 adults,52000,15903,0.36
2 adults,52020,15910,0.36
2 adults,52032,15924,0.36
2 adults,52086,15937,0.36
2 adults,52123,15977,0.36
2 adults,52123,15989,0.36
2 adults,52190,16014,0.36
2 adults,52226,16026,0.36
2 adults,52288,16032,0.36
2 adults,52291,16043,0.36
2 adults,52393,16054,0.36
2 adults,52393,16056,0.36
2 adults,52400,16064,0.36
2 adults,52500,16071,0.36
2 adults,52597,16093,0.36
2 adults,52599,16115,0.36
2 adults,52611,16128,0.36
2 adults,52611,16141,0.36
2 adults,52613,16155,0.37
2 adults,52653,16168,0.37
2 adults,52800,16175,0.37
2 adults,52801,16196,0.37
2 adults,52806,16242,0.37
2 adults,52847,16249,0.37
2 adults,52910,16262,0.37
2 adults,52926,16275,0.37
2 adults,53000,16284,0.37
2 adults,53000,16303,0.37
2 adults,53013,16341,0.37
2 adults,53108,16381,0.37
2 adults,53108,16443,0.37
2 adults,53108,16454,0.37
2 adults,53130,16467,0.37
2 adults,53137,16511,0.37
2 adults,53312,16530,0.37
2 adults,53324,16550,0.37
2 adults,53347,16564,0.37
2 adults,53500,16578,0.37
2 adults,53516,16592,0.37
2 adults,53550,16607,0.37
2 adults,53600,16622,0.37
2 adults,53663,16632,0.37
2 adults,53663,16658,0.37
2 adults,53738,16683,0.38
2 adults,53738,16695,0.38
2 adults,53778,16712,0.38
2 adults,53778,16727,0.38
2 adults,53778,16760,0.38
2 adults,53778,16779,0.38
2 adults,53779,16804,0.38
2 adults,53842,16819,0.38
2 adults,53873,16833,0.38
2 adults,53881,16848,0.38
2 adults,53945,16870,0.38
2 adults,53945,16892,0.38
2 adults,53966,16904,0.38
2 adults,54000,16912,0.38
2 adults,54049,16933,0.38
2 adults,54129,16953,0.38
2 adults,54152,16963,0.38
2 adults,54231,16975,0.38
2 adults,54333,16986,0.38
2 adults,54400,16994,0.38
2 adults,54566,17013,0.38
2 adults,54709,17031,0.38
2 adults,54715,17045,0.38
2 adults,54715,17057,0.38
2 adults,54715,17115,0.38
2 adults,54770,17142,0.38
2 adults,54812,17183,0.39
2 adults,54820,17206,0.39
2 adults,54820,17229,0.39
2 adults,54877,17254,0.39
2 adults,54877,17270,0.39
2 adults,54925,17283,0.39
2 adults,54929,17300,0.39
2 adults,54946,17312,0.39
2 adults,55000,17325,0.39
2 adults,55019,17332,0.39
2 adults,55122,17338,0.39
2 adults,55150,17353,0.39
2 adults,55150,17367,0.39
2 adults,55150,17403,0.39
2 adults,55188,17419,0.39
2 adults,55200,17427,0.39
2 adults,55291,17429,0.39
2 adults,55329,17445,0.39
2 adults,55380,17451,0.39
2 adults,55395,17464,0.39
2 adults,55452,17478,0.39
2 adults,55661,17491,0.39
2 adults,55662,17498,0.39
2 adults,55700,17510,0.39
2 adults,55763,17528,0.39
2 adults,55763,17535,0.39
2 adults,55912,17583,0.4
2 adults,55912,17610,0.4
2 adults,55967,17625,0.4
2 adults,56000,17637,0.4
2 adults,56053,17646,0.4
2 adults,56119,17658,0.4
2 adults,56156,17677,0.4
2 adults,56172,17696,0.4
2 adults,56172,17709,0.4
2 adults,56172,17729,0.4
2 adults,56172,17804,0.4
2 adults,56172,17811,0.4
2 adults,56172,17816,0.4
2 adults,56223,17829,0.4
2 adults,56293,17841,0.4
2 adults,56300,17885,0.4
2 adults,56467,17896,0.4
2 adults,56478,17909,0.4
2 adults,56500,17920,0.4
2 adults,56600,17934,0.4
2 adults,56741,17946,0.4
2 adults,56819,17974,0.4
2 adults,56819,18056,0.4
2 adults,56819,18077,0.4
2 adults,56880,18085,0.4
2 adults,56880,18097,0.41
2 adults,56948,18112,0.41
2 adults,56948,18120,0.41
2 adults,56948,18137,0.41
2 adults,56948,18161,0.41
2 adults,57000,18170,0.41
2 adults,57000,18179,0.41
2 adults,57000,18190,0.41
2 adults,57000,18215,0.41
2 adults,57051,18229,0.41
2 adults,57087,18244,0.41
2 adults,57100,18254,0.41
2 adults,57132,18282,0.41
2 adults,57135,18293,0.41
2 adults,57193,18325,0.41
2 adults,57193,18337,0.41
2 adults,57200,18348,0.41
2 adults,57258,18375,0.41
2 adults,57293,18397,0.41
2 adults,57294,18462,0.41
2 adults,57300,18485,0.41
2 adults,57362,18492,0.41
2 adults,57466,18499,0.41
2 adults,57500,18515,0.41
2 adults,57501,18532,0.41
2 adults,57501,18546,0.41
2 adults,57556,18565,0.42
2 adults,57602,18622,0.42
2 adults,57700,18644,0.42
2 adults,57708,18652,0.42
2 adults,57770,18659,0.42
2 adults,57776,18687,0.42
2 adults,57800,18693,0.42
2 adults,57872,18780,0.42
2 adults,57872,18792,0.42
2 adults,57977,18800,0.42
2 adults,57983,18818,0.42
2 adults,58000,18832,0.42
2 adults,58018,18845,0.42
2 adults,58082,18857,0.42
2 adults,58190,18890,0.42
2 adults,58214,18907,0.42
2 adults,58397,18920,0.42
2 adults,58501,18936,0.42
2 adults,58521,18947,0.42
2 adults,58600,18967,0.42
2 adults,58713,18978,0.42
2 adults,58742,18985,0.42
2 adults,58800,18996,0.42
2 adults,58812,19010,0.42
2 adults,58812,19029,0.42
2 adults,58924,19041,0.42
2 adults,58924,19054,0.43
2 adults,58924,19064,0.43
2 adults,58929,19079,0.43
2 adults,58949,19109,0.43
2 adults,59000,19122,0.43
2 adults,59019,19127,0.43
2 adults,59019,19135,0.43
2 adults,59031,19160,0.43
2 adults,59052,19171,0.43
2 adults,59122,19186,0.43
2 adults,59134,19246,0.43
2 adults,59200,19258,0.43
2 adults,59200,19272,0.43
2 adults,59200,19279,0.43
2 adults,59236,19306,0.43
2 adults,59236,19359,0.43
2 adults,59236,19433,0.43
2 adults,59236,19445,0.43
2 adults,59236,19464,0.43
2 adults,59239,19477,0.43
2 adults,59345,19491,0.43
2 adults,59400,19501,0.43
2 adults,59400,19513,0.43
2 adults,59433,19530,0.43
2 adults,59503,19544,0.43
2 adults,59536,19547,0.44
2 adults,59555,19562,0.44
2 adults,59569,19574,0.44
2 adults,59600,19584,0.44
2 adults,59640,19597,0.44
2 adults,59766,19610,0.44
2 adults,59800,19621,0.44
2 adults,59951,19667,0.44
2 adults,59976,19692,0.44
2 adults,59976,19713,0.44
2 adults,60000,19728,0.44
2 adults,60000,19736,0.44
2 adults,60000,19752,0.44
2 adults,60000,19765,0.44
2 adults,60000,19791,0.44
2 adults,60000,19807,0.44
2 adults,60054,19820,0.44
2 adults,60104,19844,0.44
2 adults,60155,19858,0.44
2 adults,60186,19871,0.44
2 adults,60257,19885,0.44
2 adults,60308,19897,0.44
2 adults,60359,19915,0.44
2 adults,60418,19940,0.44
2 adults,60563,19953,0.44
2 adults,60572,19975,0.44
2 adults,60665,19994,0.45
2 adults,60713,20007,0.45
2 adults,60818,20015,0.45
2 adults,60818,20030,0.45
2 adults,61000,20051,0.45
2 adults,61000,20061,0.45
2 adults,61017,20111,0.45
2 adults,61224,20118,0.45
2 adults,61278,20126,0.45
2 adults,61278,20140,0.45
2 adults,61278,20165,0.45
2 adults,61278,20187,0.45
2 adults,61344,20200,0.45
2 adults,61400,20217,0.45
2 adults,61431,20233,0.45
2 adults,61431,20244,0.45
2 adults,61482,20259,0.45
2 adults,61491,20283,0.45
2 adults,61504,20292,0.45
2 adults,61554,20313,0.45
2 adults,61607,20333,0.45
2 adults,61638,20347,0.45
2 adults,61638,20362,0.45
2 adults,61711,20380,0.45
2 adults,61800,20389,0.45
2 adults,62000,20400,0.45
2 adults,62031,20408,0.46
2 adults,62051,20415,0.46
2 adults,62051,20446,0.46
2 adults,62051,20466,0.46
2 adults,62080,20480,0.46
2 adults,62080,20494,0.46
2 adults,62080,20506,0.46
2 adults,62082,20515,0.46
2 adults,62125,20527,0.46
2 adults,62125,20529,0.46
2 adults,62291,20542,0.46
2 adults,62300,20555,0.46
2 adults,62384,20568,0.46
2 adults,62396,20590,0.46
2 adults,62402,20601,0.46
2 adults,62436,20608,0.46
2 adults,62504,20624,0.46
2 adults,62600,20635,0.46
2 adults,62607,20650,0.46
2 adults,62708,20663,0.46
2 adults,62775,20675,0.46
2 adults,62810,20686,0.46
2 adults,62930,20698,0.46
2 adults,63000,20769,0.46
2 adults,63020,20780,0.46
2 adults,63085,20807,0.47
2 adults,63085,20830,0.47
2 adults,63133,20852,0.47
2 adults,63133,20888,0.47
2 adults,63133,20902,0.47
2 adults,63160,20938,0.47
2 adults,63160,20958,0.47
2 adults,63160,20972,0.47
2 adults,63160,20986,0.47
2 adults,63238,21000,0.47
2 adults,63264,21015,0.47
2 adults,63321,21065,0.47
2 adults,63321,21078,0.47
2 adults,63326,21090,0.47
2 adults,63367,21108,0.47
2 adults,63375,21121,0.47
2 adults,63437,21134,0.47
2 adults,63471,21154,0.47
2 adults,63530,21166,0.47
2 adults,63595,21189,0.47
2 adults,63600,21200,0.47
2 adults,63700,21207,0.47
2 adults,64100,21209,0.47
2 adults,64138,21229,0.47
2 adults,64300,21236,0.47
2 adults,64342,21245,0.47
2 adults,64395,21258,0.48
2 adults,64400,21292,0.48
2 adults,64546,21300,0.48
2 adults,64658,21313,0.48
2 adults,64740,21338,0.48
2 adults,64771,21346,0.48
2 adults,64800,21358,0.48
2 adults,64844,21375,0.48
2 adults,65000,21383,0.48
2 adults,65000,21406,0.48
2 adults,65128,21444,0.48
2 adults,65154,21478,0.48
2 adults,65154,21490,0.48
2 adults,65231,21504,0.48
2 adults,65231,21525,0.48
2 adults,65237,21545,0.48
2 adults,65237,21574,0.48
2 adults,65300,21594,0.48
2 adults,65342,21613,0.48
2 adults,65361,21620,0.48
2 adults,65568,21639,0.48
2 adults,65772,21655,0.48
2 adults,65774,21662,0.48
2 adults,65900,21674,0.48
2 adults,65976,21687,0.48
2 adults,65981,21700,0.48
2 adults,66111,21717,0.49
2 adults,66188,21730,0.49
2 adults,66188,21754,0.49
2 adults,66188,21771,0.49
2 adults,66289,21784,0.49
2 adults,66291,21797,0.49
2 adults,66395,21805,0.49
2 adults,66500,21811,0.49
2 adults,66500,21813,0.49
2 adults,66500,21828,0.49
2 adults,66600,21841,0.49
2 adults,66681,21853,0.49
2 adults,66705,21864,0.49
2 adults,66722,21887,0.49
2 adults,66921,21903,0.49
2 adults,66940,21918,0.49
2 adults,67100,21939,0.49
2 adults,67131,21953,0.49
2 adults,67222,21994,0.49
2 adults,67222,22005,0.49
2 adults,67222,22013,0.49
2 adults,67236,22020,0.49
2 adults,67302,22041,0.49
2 adults,67302,22045,0.49
2 adults,67302,22059,0.49
2 adults,67302,22068,0.5
2 adults,67326,22082,0.5
2 adults,67333,22096,0.5
2 adults,67342,22109,0.5
2 adults,67342,22128,0.5
2 adults,67406,22137,0.5
2 adults,67552,22160,0.5
2 adults,67552,22180,0.5
2 adults,67636,22194,0.5
2 adults,67739,22218,0.5
2 adults,67843,22237,0.5
2 adults,67868,22249,0.5
2 adults,67871,22267,0.5
2 adults,67973,22292,0.5
2 adults,68000,22309,0.5
2 adults,68050,22330,0.5
2 adults,68121,22343,0.5
2 adults,68183,22357,0.5
2 adults,68256,22363,0.5
2 adults,68337,22420,0.5
2 adults,68394,22434,0.5
2 adults,68427,22448,0.5
2 adults,68468,22463,0.5
2 adults,68544,22478,0.5
2 adults,68670,22505,0.5
2 adults,68674,22519,0.5
2 adults,68752,22534,0.51
2 adults,68773,22540,0.51
2 adults,68800,22551,0.51
2 adults,68800,22564,0.51
2 adults,68836,22576,0.51
2 adults,68855,22578,0.51
2 adults,68877,22603,0.51
2 adults,68980,22615,0.51
2 adults,69040,22631,0.51
2 adults,69142,22643,0.51
2 adults,69166,22656,0.51
2 adults,69291,22671,0.51
2 adults,69291,22690,0.51
2 adults,69341,22702,0.51
2 adults,69347,22710,0.51
2 adults,69394,22724,0.51
2 adults,69446,22737,0.51
2 adults,69446,22749,0.51
2 adults,69446,22772,0.51
2 adults,69446,22793,0.51
2 adults,69449,22818,0.51
2 adults,69449,22866,0.51
2 adults,69449,22888,0.51
2 adults,69551,22908,0.51
2 adults,69600,22914,0.51
2 adults,69600,22936,0.52
2 adults,69755,22947,0.52
2 adults,69755,22952,0.52
2 adults,69762,22967,0.52
2 adults,69800,22981,0.52
2 adults,69891,22996,0.52
2 adults,70000,23034,0.52
2 adults,70000,23054,0.52
2 adults,70061,23070,0.52
2 adults,70061,23087,0.52
2 adults,70061,23160,0.52
2 adults,70182,23167,0.52
2 adults,70221,23184,0.52
2 adults,70288,23198,0.52
2 adults,70325,23217,0.52
2 adults,70325,23228,0.52
2 adults,70325,23240,0.52
2 adults,70408,23256,0.52
2 adults,70470,23279,0.52
2 adults,70498,23292,0.52
2 adults,70498,23350,0.52
2 adults,70498,23362,0.52
2 adults,70615,23377,0.52
2 adults,70700,23401,0.52
2 adults,70709,23415,0.52
2 adults,70738,23426,0.52
2 adults,70878,23445,0.53
2 adults,70981,23459,0.53
2 adults,71000,23465,0.53
2 adults,71029,23504,0.53
2 adults,71083,23521,0.53
2 adults,71083,23537,0.53
2 adults,71172,23550,0.53
2 adults,71200,23565,0.53
2 adults,71220,23583,0.53
2 adults,71287,23603,0.53
2 adults,71359,23614,0.53
2 adults,71444,23622,0.53
2 adults,71445,23632,0.53
2 adults,71491,23641,0.53
2 adults,71491,23650,0.53
2 adults,71491,23659,0.53
2 adults,71491,23684,0.53
2 adults,71491,23714,0.53
2 adults,71491,23723,0.53
2 adults,71491,23738,0.53
2 adults,71500,23757,0.53
2 adults,71550,23777,0.53
2 adults,71700,23787,0.53
2 adults,71876,23804,0.53
2 adults,72000,23823,0.53
2 adults,72000,23833,0.53
"1 adult, 1 child",0,36,0
"1 adult, 1 child",0,59,0
"1 adult, 1 child",0,79,0.01
"1 adult, 1 child",0,117,0.01
"1 adult, 1 child",0,134,0.02
"1 adult, 1 child",0,190,0.02
"1 adult, 1 child",518,202,0.03
"1 adult, 1 child",569,213,0.03
"1 adult, 1 child",1700,224,0.04
"1 adult, 1 child",1862,232,0.04
"1 adult, 1 child",1940,244,0.05
"1 adult, 1 child",2071,251,0.05
"1 adult, 1 child",2500,272,0.06
"1 adult, 1 child",3000,302,0.06
"1 adult, 1 child",3600,315,0.07
"1 adult, 1 child",3677,331,0.07
"1 adult, 1 child",3900,356,0.08
"1 adult, 1 child",3935,366,0.08
"1 adult, 1 child",4000,377,0.09
"1 adult, 1 child",4033,391,0.09
"1 adult, 1 child",4137,420,0.1
"1 adult, 1 child",4763,430,0.1
"1 adult, 1 child",5281,499,0.11
"1 adult, 1 child",5800,510,0.11
"1 adult, 1 child",6164,537,0.12
"1 adult, 1 child",6205,547,0.12
"1 adult, 1 child",6212,560,0.12
"1 adult, 1 child",6212,571,0.13
"1 adult, 1 child",6515,586,0.13
"1 adult, 1 child",6734,607,0.14
"1 adult, 1 child",6741,654,0.14
"1 adult, 1 child",7041,694,0.15
"1 adult, 1 child",7047,730,0.15
"1 adult, 1 child",7353,749,0.16
"1 adult, 1 child",7365,757,0.16
"1 adult, 1 child",7576,766,0.17
"1 adult, 1 child",8000,776,0.17
"1 adult, 1 child",8207,790,0.18
"1 adult, 1 child",8791,850,0.18
"1 adult, 1 child",8944,861,0.19
"1 adult, 1 child",9000,883,0.19
"1 adult, 1 child",9192,916,0.2
"1 adult, 1 child",9308,940,0.2
"1 adult, 1 child",9319,961,0.21
"1 adult, 1 child",9907,998,0.21
"1 adult, 1 child",9940,1039,0.22
"1 adult, 1 child",10000,1064,0.22
"1 adult, 1 child",10213,1138,0.23
"1 adult, 1 child",10213,1175,0.23
"1 adult, 1 child",10295,1189,0.24
"1 adult, 1 child",10417,1200,0.24
"1 adult, 1 child",11090,1208,0.25
"1 adult, 1 child",11169,1222,0.25
"1 adult, 1 child",12154,1234,0.25
"1 adult, 1 child",12256,1249,0.26
"1 adult, 1 child",12256,1256,0.26
"1 adult, 1 child",12410,1277,0.27
"1 adult, 1 child",13000,1306,0.27
"1 adult, 1 child",13073,1319,0.28
"1 adult, 1 child",14000,1329,0.28
"1 adult, 1 child",14310,1338,0.29
"1 adult, 1 child",14479,1360,0.29
"1 adult, 1 child",14731,1411,0.3
"1 adult, 1 child",15000,1418,0.3
"1 adult, 1 child",15152,1427,0.31
"1 adult, 1 child",15513,1440,0.31
"1 adult, 1 child",15783,1453,0.32
"1 adult, 1 child",16547,1473,0.32
"1 adult, 1 child",16567,1538,0.33
"1 adult, 1 child",16754,1543,0.33
"1 adult, 1 child",17056,1556,0.34
"1 adult, 1 child",17581,1569,0.34
"1 adult, 1 child",17888,1605,0.35
"1 adult, 1 child",18940,1647,0.35
"1 adult, 1 child",19000,1663,0.36
"1 adult, 1 child",19052,1715,0.36
"1 adult, 1 child",19150,1723,0.37
"1 adult, 1 child",19405,1770,0.37
"1 adult, 1 child",20000,1836,0.38
"1 adult, 1 child",20000,1847,0.38
"1 adult, 1 child",20000,1892,0.38
"1 adult, 1 child",20426,1940,0.39
"1 adult, 1 child",20426,1950,0.39
"1 adult, 1 child",21044,1981,0.4
"1 adult, 1 child",21044,2055,0.4
"1 adult, 1 child",21097,2071,0.41
"1 adult, 1 child",21532,2083,0.41
"1 adult, 1 child",21550,2147,0.42
"1 adult, 1 child",21744,2195,0.42
"1 adult, 1 child",21800,2208,0.43
"1 adult, 1 child",22264,2219,0.43
"1 adult, 1 child",23286,2224,0.44
"1 adult, 1 child",24000,2258,0.44
"1 adult, 1 child",24000,2273,0.45
"1 adult, 1 child",24000,2348,0.45
"1 adult, 1 child",24332,2361,0.46
"1 adult, 1 child",24727,2371,0.46
"1 adult, 1 child",25000,2378,0.47
"1 adult, 1 child",26237,2384,0.47
"1 adult, 1 child",26305,2397,0.48
"1 adult, 1 child",26305,2441,0.48
"1 adult, 1 child",26937,2480,0.49
"1 adult, 1 child",26937,2568,0.49
"1 adult, 1 child",27100,2583,0.5
"1 adult, 1 child",28000,2593,0.5
"1 adult, 1 child",28596,2620,0.5
"1 adult, 1 child",29107,2643,0.51
"1 adult, 1 child",29414,2657,0.51
"1 adult, 1 child",29991,2695,0.52
"1 adult, 1 child",30639,2738,0.52
"1 adult, 1 child",30715,2791,0.53
"1 adult, 1 child",31994,2805,0.53
"1 adult, 1 child",32682,2835,0.54
"1 adult, 1 child",32719,2847,0.54
"1 adult, 1 child",33094,2857,0.55
"1 adult, 1 child",33404,2875,0.55
"1 adult, 1 child",33671,2892,0.56
"1 adult, 1 child",34128,2938,0.56
"1 adult, 1 child",34197,2979,0.57
"1 adult, 1 child",34686,2995,0.57
"1 adult, 1 child",35000,3001,0.58
"1 adult, 1 child",35000,3033,0.58
"1 adult, 1 child",35000,3042,0.59
"1 adult, 1 child",35162,3096,0.59
"1 adult, 1 child",35722,3139,0.6
"1 adult, 1 child",36617,3160,0.6
"1 adult, 1 child",37000,3179,0.61
"1 adult, 1 child",37143,3190,0.61
"1 adult, 1 child",37275,3269,0.62
"1 adult, 1 child",37541,3287,0.62
"1 adult, 1 child",37793,3305,0.62
"1 adult, 1 child",37880,3330,0.63
"1 adult, 1 child",38299,3346,0.63
"1 adult, 1 child",38511,3361,0.64
"1 adult, 1 child",38810,3370,0.64
"1 adult, 1 child",38810,3384,0.65
"1 adult, 1 child",38828,3443,0.65
"1 adult, 1 child",39400,3477,0.66
"1 adult, 1 child",40000,3497,0.66
"1 adult, 1 child",40174,3509,0.67
"1 adult, 1 child",40381,3541,0.67
"1 adult, 1 child",41367,3547,0.68
"1 adult, 1 child",41669,3564,0.68
"1 adult, 1 child",42088,3597,0.69
"1 adult, 1 child",42452,3612,0.69
"1 adult, 1 child",42895,3656,0.7
"1 adult, 1 child",43385,3667,0.7
"1 adult, 1 child",44470,3678,0.71
"1 adult, 1 child",46500,3700,0.71
"1 adult, 1 child",46594,3713,0.72
"1 adult, 1 child",48001,3745,0.72
"1 adult, 1 child",48402,3774,0.73
"1 adult, 1 child",48665,3809,0.73
"1 adult, 1 child",49800,3828,0.74
"1 adult, 1 child",51000,3837,0.74
"1 adult, 1 child",51065,3860,0.75
"1 adult, 1 child",51065,3873,0.75
"1 adult, 1 child",51576,3892,0.75
"1 adult, 1 child",51709,3912,0.76
"1 adult, 1 child",51800,3949,0.76
"1 adult, 1 child",51979,3967,0.77
"1 adult, 1 child",52900,4004,0.77
"1 adult, 1 child",53467,4016,0.78
"1 adult, 1 child",54129,4074,0.78
"1 adult, 1 child",54140,4087,0.79
"1 adult, 1 child",54152,4099,0.79
"1 adult, 1 child",54877,4107,0.8
"1 adult, 1 child",55329,4117,0.8
"1 adult, 1 child",56172,4133,0.81
"1 adult, 1 child",56293,4145,0.81
"1 adult, 1 child",56880,4187,0.82
"1 adult, 1 child",56948,4226,0.82
"1 adult, 1 child",57135,4239,0.83
"1 adult, 1 child",57977,4253,0.83
"1 adult, 1 child",58949,4265,0.84
"1 adult, 1 child",59000,4276,0.84
"1 adult, 1 child",62051,4298,0.85
"1 adult, 1 child",62125,4309,0.85
"1 adult, 1 child",63085,4328,0.86
"1 adult, 1 child",66386,4348,0.86
"1 adult, 1 child",67222,4355,0.87
"1 adult, 1 child",68337,4366,0.87
"1 adult, 1 child",68500,4374,0.88
"1 adult, 1 child",69291,4422,0.88
"1 adult, 1 child",69476,4437,0.88
"1 adult, 1 child",69600,4449,0.89
"1 adult, 1 child",71530,4461,0.89
"2 adults, 1 child",0,19,0
"2 adults, 1 child",0,24,0
"2 adults, 1 child",0,33,0
"2 adults, 1 child",255,54,0.01
"2 adults, 1 child",2199,74,0.01
"2 adults, 1 child",2525,87,0.01
"2 adults, 1 child",2641,103,0.01
"2 adults, 1 child",3313,115,0.01
"2 adults, 1 child",3683,127,0.01
"2 adults, 1 child",5171,165,0.02
"2 adults, 1 child",5413,175,0.02
"2 adults, 1 child",6730,192,0.02
"2 adults, 1 child",8681,261,0.02
"2 adults, 1 child",8791,282,0.02
"2 adults, 1 child",8894,294,0.02
"2 adults, 1 child",9101,317,0.03
"2 adults, 1 child",9200,324,0.03
"2 adults, 1 child",11376,336,0.03
"2 adults, 1 child",12307,345,0.03
"2 adults, 1 child",12839,361,0.03
"2 adults, 1 child",13444,367,0.03
"2 adults, 1 child",13679,379,0.04
"2 adults, 1 child",13992,386,0.04
"2 adults, 1 child",14065,404,0.04
"2 adults, 1 child",14298,420,0.04
"2 adults, 1 child",15000,431,0.04
"2 adults, 1 child",15000,469,0.04
"2 adults, 1 child",15115,491,0.05
"2 adults, 1 child",15152,523,0.05
"2 adults, 1 child",15200,540,0.05
"2 adults, 1 child",15320,578,0.05
"2 adults, 1 child",15531,632,0.05
"2 adults, 1 child",15994,642,0.05
"2 adults, 1 child",16000,681,0.06
"2 adults, 1 child",16613,703,0.06
"2 adults, 1 child",16835,718,0.06
"2 adults, 1 child",17100,787,0.06
"2 adults, 1 child",17888,796,0.06
