FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2023,582,1091.66,864.00,0.00,293.76
2023,583,1143.50,864.00,0.00,345.60
2023,584,1186.70,864.00,0.00,388.80
2023,585,876.00,876.00,0.00,67.01
2023,586,1106.83,876.00,0.00,297.84
2023,587,1159.39,876.00,0.00,350.40
2023,588,1203.19,876.00,0.00,394.20
2023,589,876.00,876.00,0.00,67.01
2023,590,1106.83,876.00,0.00,297.84
2023,591,1159.39,876.00,0.00,350.40
2023,592,1203.19,876.00,0.00,394.20
2023,593,888.00,888.00,0.00,67.93
2023,594,1121.99,888.00,0.00,301.92
2023,595,1175.27,888.00,0.00,355.20
2023,596,1219.67,888.00,0.00,399.60
2023,597,888.00,888.00,0.00,67.93
2023,598,1121.99,888.00,0.00,301.92
2023,599,1175.27,888.00,0.00,355.20
2023,600,1219.67,888.00,0.00,399.60
2023,601,900.00,900.00,0.00,68.85
2023,602,1137.15,900.00,0.00,306.00
2023,603,1191.15,900.00,0.00,360.00
2023,604,1236.15,900.00,0.00,405.00
2023,605,900.00,900.00,0.00,68.85
2023,606,1137.15,900.00,0.00,306.00
2023,607,1191.15,900.00,0.00,360.00
2023,608,1236.15,900.00,0.00,405.00
2023,609,912.00,912.00,0.00,69.77
2023,610,1152.31,912.00,0.00,310.08
2023,611,1207.03,912.00,0.00,364.80
2023,612,1252.63,912.00,0.00,410.40
2023,613,912.00,912.00,0.00,69.77
2023,614,1152.31,912.00,0.00,310.08
2023,615,1207.03,912.00,0.00,364.80
2023,616,1252.63,912.00,0.00,410.40
2023,617,924.00,924.00,0.00,70.69
2023,618,1167.47,924.00,0.00,314.16
2023,619,1222.91,924.00,0.00,369.60
2023,620,1269.11,924.00,0.00,415.80
2023,621,924.00,924.00,0.00,70.69
2023,622,1167.47,924.00,0.00,314.16
2023,623,1222.91,924.00,0.00,369.60
2023,624,1269.11,924.00,0.00,415.80
2023,625,936.00,936.00,0.00,71.60
2023,626,1182.64,936.00,0.00,318.24
2023,627,1238.80,936.00,0.00,374.40
2023,628,1285.60,936.00,0.00,421.20
2023,629,936.00,936.00,0.00,71.60
2023,630,1182.64,936.00,0.00,318.24
2023,631,1238.80,936.00,0.00,374.40
2023,632,1285.60,936.00,0.00,421.20
2023,633,948.00,948.00,0.00,72.52
2023,634,1197.80,948.00,0.00,322.32
2023,635,1254.68,948.00,0.00,379.20
2023,636,1302.08,948.00,0.00,426.60
2023,637,948.00,948.00,0.00,72.52
2023,638,1197.80,948.00,0.00,322.32
2023,639,1254.68,948.00,0.00,379.20
2023,640,1302.08,948.00,0.00,426.60
2023,641,960.00,960.00,0.00,73.44
2023,642,1212.96,960.00,0.00,326.40
2023,643,1270.56,960.00,0.00,384.00
2023,644,1318.56,960.00,0.00,432.00
2023,645,960.00,960.00,0.00,73.44
2023,646,1212.96,960.00,0.00,326.40
2023,647,1270.56,960.00,0.00,384.00
2023,648,1318.56,960.00,0.00,432.00
2023,649,972.00,972.00,0.00,74.36
2023,650,1228.12,972.00,0.00,330.48
2023,651,1286.44,972.00,0.00,388.80
