FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2019,406,7581.00,6000.00,0.00,2040.00
2019,407,7941.00,6000.00,0.00,2400.00
2019,408,8241.00,6000.00,0.00,2700.00
2019,409,6120.00,6120.00,0.00,468.18
2019,410,7732.62,6120.00,0.00,2080.80
2019,411,8099.82,6120.00,0.00,2448.00
2019,412,8405.82,6120.00,0.00,2754.00
2019,413,6120.00,6120.00,0.00,468.18
2019,414,7732.62,6120.00,0.00,2080.80
2019,415,8099.82,6120.00,0.00,2448.00
2019,416,8405.82,6120.00,0.00,2754.00
2019,417,6240.00,6240.00,0.00,477.36
2019,418,7884.24,6240.00,0.00,2121.60
2019,419,8258.64,6240.00,0.00,2496.00
2019,420,8570.64,6240.00,0.00,2808.00
2019,421,6240.00,6240.00,0.00,477.36
2019,422,7884.24,6240.00,0.00,2121.60
2019,423,8258.64,6240.00,0.00,2496.00
2019,424,8570.64,6240.00,0.00,2808.00
2019,425,6360.00,6360.00,0.00,486.54
2019,426,8035.86,6360.00,0.00,2162.40
2019,427,8417.46,6360.00,0.00,2544.00
2019,428,8735.46,6360.00,0.00,2862.00
2019,429,6360.00,6360.00,0.00,486.54
2019,430,8035.86,6360.00,0.00,2162.40
2019,431,8417.46,6360.00,0.00,2544.00
2019,432,8735.46,6360.00,0.00,2862.00
2019,433,6480.00,6480.00,0.00,495.72
2019,434,8187.48,6480.00,0.00,2203.20
2019,435,8576.28,6480.00,0.00,2592.00
2019,436,8900.28,6480.00,0.00,2916.00
2019,437,6480.00,6480.00,0.00,495.72
2019,438,8187.48,6480.00,0.00,2203.20
2019,439,8576.28,6480.00,0.00,2592.00
2019,440,8900.28,6480.00,0.00,2916.00
2019,441,6600.00,6600.00,0.00,504.90
2019,442,8339.10,6600.00,0.00,2244.00
2019,443,8735.10,6600.00,0.00,2640.00
2019,444,9065.10,6600.00,0.00,2970.00
2019,445,6600.00,6600.00,0.00,504.90
2019,446,8339.10,6600.00,0.00,2244.00
